100020,"Antahuayla","10","T10028","Y así venían proseguiendo el dicho sacrificio, y en un llano que está junto a <i>Rurucache</i> hacían el mismo sacrificio; y en otro cerro llamado <i>Sunto</i>, junto a <i>Sihuana</i>, en <i>Cacha</i>, en otro cerro llamado <i>Cacha Uiracocha</i> hacían lo mismo; y en otro cerro llamado <i>Yacalla Huaca</i> y en otro llamado <i>Ruraoma</i>, en <i>Quiquijana</i>, en el llano della; y en <i>Mollebanba</i> hacían lo mismo; y en <i>Urcos</i>, en un cerro llamado <i>Urcos Uiracocha</i>, hacían lo mismo; y en <b>Antahuayla</b> en un llano que allí estava, quemavan otro; y junto <b>Antahuayla</b>, en otro llamado <i>Pati</i> hacían lo propio; y en otro llamado <i>Acahuara</i>hacían lo mismo y en <i>Quispicancha</i>, en un cerro que está allí hazían lo mismo...","69","","","","sin datos"
100021,"Antahuaylla","10","T10029","Llevavan estas boces las jentes de <i>Hurin Cuzco</i> y allí las entregauan a los metimas de <i>Huaypar</i> ya que ellos las entregavan a los <i>metimas</i> de <b>Antahuaylla</b>, y los <i>mitimas</i> de <b>Antahuaylla</b> las entregauan a los <i>metimas</i> de <i>Huaraypacha</i>, y ellos las llevaban hasta el río de <i>Quiquisana</i> y allí se hañauan ellos y las armas que llevavan.","74","","","","sin datos"
100022,"Antisuyo","10","T10030","En la provincia de yndios de <i>Ancasmarca</i>, que es cinco leguas del <i>Cuzco</i>, en la provincia de <b>Antisuyo</b>…","57","","","","sin datos"
100022,"Antisuyo","10","T10031","Y en la plaza en medio della, ado estava el <i>usno</i> de oro, que hera a manera de pila, adonde hechavan el sacrificio de la <i>chicha</i>, quando vevían hallavan que estavan a punto de guerra quatrocientos yndios alrededor de la dicha pila, bueltos los ciento el rostro a <i>Collasuyo</i> que está al nacimiento del Sol y otros cientos bueltos los rostros al poniente, que es el camino de <i>Chinchaysuyo</i> y otros ciento el rostro al cententrión, que es el camino de <b>Antisuyo</b> y ciento los rostros al mediodía, y tenían todos los generos de armas y que ellos usavan.","74","","","","sin datos"
100022,"Antisuyo","10","T10032","Los que llevavan las boces a la parte del <b>Antisuyo</b> heran de las generaciones siguientes: <i>Cuscupanaca ayllo</i>, <i>Aucaylli ayllo</i>, <i>Tarpuntai aillu</i>, <i>Sano aillu</i>; y éstos las llevavan a <i>Chita</i>, que es legua y media del <i>Cuzco</i>, y las entregavan a los <i>metimas</i> de <i>Pisa</i>, que son los de la <i>Coya</i> y <i>Paulo</i> y éstos las allegavan al río de <i>Pisa</i> y allí las hechavan y se bañaban y bañaban sus armas.","75","","","","sin datos"
100022,"Antisuyo","10","T10033","Y otro día siguiente, por la misma horden, salían a la misma plaza y puestos por su horden las <i>huacas</i> y el Unca y demás jente, trayan a la plaza grandésima cantidad de ganado de todo género de todas las quatro partidas llamadas <i>Collasuyo</i> y <i>Chinchaysuyo</i> y <b>Antisuyo</b> y <i>Contisuyo</i>.","79","","","","sin datos"
100022,"Antisuyo","10","T10034","La <i>Capacocha</i> yventó también <i>Pachacuti Ynga Yupanqui</i>, la qual hera desta manera: las provincias de <i>Collasuyo</i> y <i>Chinchausuyo</i> y <b>Antisuyo</b> y <i>Contisuyo</i> trayan a esta ciudad, de cada puelo y generación de jentes, uno o dos niños y niñas pequeños, y de hedad de diez años; y trayan ropa y ganado y ovejas de oro y de plata de <i>mollo</i>.","120-121","","","","sin datos"
100022,"Antisuyo","10","T10035","Y davan dos bueltas, y después de acavado, el <i>Ynga</i> llamava a los sacerdotes de las provincias y hacía partir los dichos sacrificios en quatro partes para los quatro <i>Suyos</i>: <i>Collasuyo</i>, <i>Chinchaysuyo</i>, <b>Antisuyo</b>, <i>Contisuyo</i> que son las quatro partidas en questá dividida esta tierra","121-122","","","","sin datos"
100023,"Apinpunchao","10","T10036","Trayan asimismo a las plaça a esta ora ymagen del Sol llamada <b>Apinpunchao</b>, que hera la prinçipal que ellos tenían en su templo, acompañada con todos los sacerdotes del Sol juntamente con las dos ymájines de oro, sus mujeres llamadas <i>Yncaocllo</i> y <i>Palpaocllo</i>.","77","","","","sin datos"
100024,"Apurima","10","T10037","Los que salían hacia el poniente que es a <i>Chinchaysuyo</i>, salían dando las mesmas boces y éstos heran de la generación <i>Capacayllu</i> y <i>Atunaillu</i> y <i>Uicaquicao</i> y <i>Chaueticuzco ayllu</i> y <i>Arayraca Ayllu</i> y otros de <i>Uro</i>. Y éstos llevavan las boces hasta <i>Satpina</i>, que será del <i>Cuzco</i> poco más de una legua; y éstos las entregavan a los <i>metimas</i> de <i>Jaquejahuana</i> y ellos las entregavan a los <i>metimas</i> de <i>Tilca</i>, que es encima de <i>Marcahuaçi</i>, casi diez leguas del <i>Cuzco</i>; y éstos las llevavan al río de <b>Apurima</b> y allí los hechavan, bañándose y lavando las lanas y armas.","75","","","","sin datos"
100025,"Apuscay","10","T10038","Demás  de las cirimonias que en estos meses hacían, haçían otras como dijimos, llamadas <b>apuscay</b>, <i>rotuchico</i>, <i>ticochico</i>, que aunque en ellas no para que se estiendan las costumbres que estas jentes tenían.","119","","","","sin datos"
100026,"Araui","10","T10039","y luego, por su horden, trayan el <i>maíz</i> de las <i>chácaras</i> del Hacedor, Sol, Luna y Trueno e <i>Ynga</i> y <i>Guanacauri</i>, y de todos los señores muertos. Trayanlo en unos costales pequeños con un cantar llamado <b>araui</b>, con unos vestidos galanos y andavan a traer el dicho <i>maiz</i> toda la demás jente del <i>Cuzco</i>, ecepto el primer día, que lo trayan los moços armados cavalleros.","118","","","","sin datos"
100027,"Arayraca Ayllu","10","T10040","Los que salían hacia el poniente que es a <i>Chinchaysuyo</i>, salían dando las mesmas boces y éstos heran de la generación <i>Capacayllu</i> y <i>Atunaillu</i> y <i>Uicaquicao</i> y <i>Chaueticuzco ayllu</i> y <b>Arayraca Ayllu</b> y otros de <i>Uro</i>. Y éstos llevavan las boces hasta <i>Satpina</i>, que será del <i>Cuzco</i> poco más de una legua; y éstos las entregavan a los <i>metimas</i> de <i>Jaquejahuana</i> y ellos las entregavan a los <i>metimas</i> de <i>Tilca</i>, que es encima de <i>Marcahuaçi</i>, casi diez leguas del <i>Cuzco</i>; y éstos las llevavan al río de <i>Apurima</i> y allí los hechavan, bañándose y lavando las lanas y armas.","75","","","","sin datos"
100028,"Ariquipa","10","T10041","pero en todas las demás provincias e ciudades de <i>Chuqicaca</i>, La Paz, <i>Cuzco</i>, <i>Guamanga</i> y aun Lima y <b>Ariquipa</b>, los más dellos avían caydo en grandísimas apostactas apartándose de la fe católica que avían recevido y bolviéndose a la ydolatría que usavan en tiempo de su ynfidelidad.","129","","","","sin datos"
100029,"Atunaillu","10","T10042","Los que salían hacia el poniente que es a <i>Chinchaysuyo</i>, salían dando las mesmas boces y éstos heran de la generación <i>Capacayllu</i> y <b>Atunaillu</b> y <i>Uicaquicao</i> y <i>Chaueticuzco ayllu</i> y <i>Arayraca Ayllu</i> y otros de <i>Uro</i>. Y éstos llevavan las boces hasta <i>Satpina</i>, que será del <i>Cuzco</i> poco más de una legua; y éstos las entregavan a los <i>metimas</i> de <i>Jaquejahuana</i> y ellos las entregavan a los <i>metimas</i> de <i>Tilca</i>, que es encima de <i>Marcahuaçi</i>, casi diez leguas del <i>Cuzco</i>; y éstos las llevavan al río de <i>Apurima</i> y allí los hechavan, bañándose y lavando las lanas y armas.","75","","","","sin datos"
100030,"Atunpucuy","10","T10043","Al mes de henero llamavan <b>Atunpucuy</b>. No tenían fiesta particular ninguna en él; solo entendían en sus labores.","117","","","","sin datos"
100031,"Aucaylli Ayllo","10","T10044","Los que llevavan las boces a la parte del <i>Antisuyo</i> heran de las generaciones siguientes: <i>Cuscupanaca ayllo</i>, <b>Aucaylli ayllo</b>, <i>Tarpuntai aillu</i>, <i>Sano aillu</i>; y éstos las llevavan a <i>Chita</i>, que es legua y media del <i>Cuzco</i>, y las entregavan a los <i>metimas</i> de <i>Pisa</i>, que son los de la <i>Coya</i> y <i>Paulo</i> y éstos las allegavan al río de <i>Pisa</i> y allí las hechavan y se bañaban y bañaban sus armas.","75","","","","sin datos"
100032,"Aucaypacta","10","T10045","Y esto hacían vestidos unas camisitas coloradas hasta los pies, sin mantas; solían a beber y bailar a <b>Aucaypacta</b>, adonde llaman agora los Españoles <i>Limapampa</i>, que es avajo de Sancto Domingo","72","","","","sin datos"
100033,"Aucaypata","10","T10046","Estava el <i>Ynca</i> allí en <i>Mantucalla</i> hata que se acavaba el mes y acavado el dicho tiempo, se venía el <i>Ynca</i> a la plaza que está delante de la yglesia del <i>Cuzco</i> llamada <b>Aucaypata</b> adonde el suelo por donde él avía de venir el <i>Ynca</i> estava sembrado de plumería de todas colores de aves","70-71","","","","sin datos"
100033,"Aucaypata","10","T10047","y después de estar todo junto, se asentava en la plaza de <b>Aucaypata</b> el <i>Ynga</i>, que es la plaza grande del <i>Cuzco</i>","121","","","","sin datos"
100034,"Auraba","10","T10048","Acauado el dicho <i>taqui</i>, se levantaban todas las doncellas, llamadas <i>ñusta cali japa</i>, y cada una corriendo como más podía hasta llegar al <b>Auraba</b> donde el día antes avía dormido, y allí esperavan a los que se avían armado cavalleros","105","","","","sin datos"
100035,"Axo","10","T10049","hacía traer ante sí todas las doncellas y las hacía dar a cada una dellas un vestido que hera el <b>axo</b> colorado y blanco, llamado <i>angallo</i> y la <i>lliclla</i> de lo mismo","103","","","","sin datos"
100036,"Ayarcache","10","T10050","y luego el sacerdote que tenía a cargo la <i>guaca</i> de <i>Yanacauri</i> de do ellos se jatan quedó echo piedra <b>Ayarcache</b>, uno de los quatro ermanos que dicen salieron la cueva de <i>Tanbo</i>, y porque en la fábula que desto tratamos al principio de la Historia que Vuestra Señora Ilustrísima tiene","125-126","","","","sin datos"
100037,"Ayarmacaraymi","10","T10051","Al mes de octubre llamauan <b>Ayarmacaraymi</b>. Llamávanle así porque los yndios del pueblo <i>ayamarca</i> hacían las fiestas del <i>Guarachico</i> ","97","","","","sin datos"
100038,"Ayamarca","10","T10052","Al mes de octubre llamauan <i>Ayarmacaraymi</i>. Llamávanle así porque los yndios del pueblo <b>ayamarca</b> hacían las fiestas del <i>Guarachico</i> ","97","","","","sin datos"
100039,"Ayascay","10","T10053","Hacían en este día el <i>taqui chapayguanlo</i>, el qual fue ynventado con todas las demás cerimonias que en todo el discurso del años se hacían, por <i>Pachacuti Ynga Yupanqui Cupa</i>, las del <i>guarachico</i> que quando arman cavalleros, y las del <i>quicochico</i> y <i>rutuchico</i> y <b>ayascay</b> que son fiestas que el primer <i>Ynca</i> ynventó","114","","","","sin datos"
100040,"Aymoray","10","T10054","Al mes de abril llamavn <i>Ayriguay</i>. Coxían las <i>chácaras</i> en él y también las encerravan y recogían, a lo qual llamavan <b>Aymoray</b>.","118","","","","sin datos"
100041,"Ayriguay","10","T10055","Al mes de abril llamavn <b>Ayriguay</b>. Coxían las <i>chácaras</i> en él y también las encerravan y recogían, a lo qual llamavan <i>Aymoray</i>.","118","","","","sin datos"
100042,"Ayuscay","10","T10056","El <b>ayuscay</b> hera que cuando paría la muger, el quarto día ponían las criaturas en la cuna que llaman <i>quiarao</i>, y este día llamavan a los tíos y parientes para que lo viesen; y venido, bevían aquel día pero no porque hizesen otra cerimonia ninguna.","119","","","","sin datos"
100043,"Cacha","10","T10057","Y así venían proseguiendo el dicho sacrificio, y en un llano que está junto a <i>Rurucache</i> hacían el mismo sacrificio; y en otro cerro llamado <i>Sunto</i>, junto a <i>Sihuana</i>, en <b>Cacha</b>, en otro cerro llamado <i>Cacha Uiracocha</i> hacían lo mismo; y en otro cerro llamado <i>Yacalla Huaca</i> y en otro llamado <i>Ruraoma</i>, en <i>Quiquijana</i>, en el llano della; y en <i>Mollebanba</i> hacían lo mismo; y en <i>Urcos</i>, en un cerro llamado <i>Urcos Uiracocha</i>, hacían lo mismo; y en <i>Antahuayla</i> en un llano que allí estava, quemavan otro; y junto <i>Antahuayla</i>, en otro llamado <i>Pati</i> hacían lo propio; y en otro llamado <i>Acahuara</i>hacían lo mismo y en <i>Quispicancha</i>, en un cerro que está allí hazían lo mismo...","69","","","","sin datos"
100044,"Cacha Uiracocha","10","T10058","Y así venían proseguiendo el dicho sacrificio, y en un llano que está junto a <i>Rurucache</i> hacían el mismo sacrificio; y en otro cerro llamado <i>Sunto</i>, junto a <i>Sihuana</i>, en <i>Cacha</i>, en otro cerro llamado <b>Cacha Uiracocha</b> hacían lo mismo; y en otro cerro llamado <i>Yacalla Huaca</i> y en otro llamado <i>Ruraoma</i>, en <i>Quiquijana</i>, en el llano della; y en <i>Mollebanba</i> hacían lo mismo; y en <i>Urcos</i>, en un cerro llamado <i>Urcos Uiracocha</i>, hacían lo mismo; y en <i>Antahuayla</i> en un llano que allí estava, quemavan otro; y junto <i>Antahuayla</i>, en otro llamado <i>Pati</i> hacían lo propio; y en otro llamado <i>Acahuara</i>hacían lo mismo y en <i>Quispicancha</i>, en un cerro que está allí hazían lo mismo...","69","","","","sin datos"
100045,"Cachaguaes","10","T10059","la horden del camino con los sacrificios, era que toda la jente que con la <i>Capaccocha</i> que por otro nombre se llama <b>Cachaguaes</b>, yban hechos un ala, alguna cosa apartada los unos de los otros, sin ir por camino real derecho, sino sin torcer a ninguna parte, atravesando las quebradas y cerros que por delante hallavan","127","","","","sin datos"
100046,"Cachona","10","T10060","y así yban caminando hasta llegar al cerro llamado <i>Anaguarque</i>, que será dos leguas del <i>Cuzco</i>, a dar a la <i>guaca</i> que en lo alto del cerro estava, llamada del dicho nombre. Hera <i>guaca</i> de los yndios del pueblo de <i>Choco</i> y <b>Cachona</b>.","104","","","","sin datos"
100047,"Cacique","10","T10061","y de quando en quando los tales hacían sermones al pueblo amenaçandoles que no sirviesen a Dios, y que no era tiempo de Dios sino de <i>guacas</i>, amenaçando a los yndios si del todo no dejasen el cristianismo, y reñían al <b>cacique</b> o yndio que se llamava nombre de cristiano sino de yndio","131","","","","sin datos"
100048,"Caciques","10","T10062","Y luego por la mañana enbiavan un carnero a <i>Guanacauri</i>, que es la <i>huaca</i> principal que ellos tienen como en la historia de los <i>Yncas</i> está dicho, en donde le matavan y quemavan los <i>tarpuntaes</i>, que heran los que tenían cargo de dar de comer a las <i>huacas</i>; y mientras lo quemavan, al salir del Sol por la mañana, yban muchos <i>yncas</i> y <b>caciques</b> y, arrancando la lana del dicho carnero, antes que le quemasen, andavan dando bozes alrededor del sacrificio con la lana en las manos...","67-68","","","","sin datos"
100048,"Caciques","10","T10063","salía el sacerdote mayor del Sol, y así a poner, por la horden dicha, gran cantidad de <i>sanco</i>, aspejándolo con sangre, se enpeçaban a levantar por su horden los <b>caciques</b> haciendo la oración siguiente al Acedor","94","","","","sin datos"
100048,"Caciques","10","T10064","y repartían la lana que llevaban en las manos entre los moços que se avían de armar cavalleros y los <b>caciques</b> que allí yban, la qual soplavan al ayre diciendo estas palabras, mientras se quemava el dicho sacrificio","101","","","","sin datos"
100048,"Caciques","10","T10065","y luego los demás parientes y <b>caciques</b> les ofrecían ropa, ganado, oro y plata y otras cosas diferentes que siempre venía a quedar remediado y rico.","109","","","","sin datos"
100048,"Caciques","10","T10066","Y quando se armava cavallero el <i>Ynga</i>, señor principal, todos los <b>caciques</b> señores y principales que se hallavan presentes, de toda la tierra le hacían grandes ofrendas","109","","","","sin datos"
100049,"Cajamarca","10","T10067","Fue la conversión en piedras en los lugares siguientes: en <i>Tiahuanaco</i> y en <i>Pucaray</i> y <i>Jauja</i> donde dicen convirtió la <i>huaca</i> llamada <i>Huarivilca</i> en piedra y en <i>Pachacama</i> y en <b>Cajamarca</b> y en otras partes, y oy en día están en los dichos lugares unos bultos de piedras grandes, y en algunas partes casi de bultos de jigantes que antiquísimanente devieron ser hechos por manos de hombres","53","","","","sin datos"
100050,"Calixpuquio","10","T10068","se yban a bañar a una fuente llamada <b>Calixpuquio</b>, que está detrás de la fortaleza del <i>Cuzco</i>, casi un quarto de legua, adonde se quitauan aquellas uestiduras con que se avían armado cavalleros","109","","","","sin datos"
100051,"Calparicu","10","T10069","Los nombres y oficios son los que siguen: <b>calparicu</b> que quiere decir los que ven la ventura y suceso que avían de tener las cosas que les preguntavan, los quales para el dicho efeto matavan aves, corderos y carneros y soplando por cierta vena los bofes, en ellos hallavan ciertas señales por donde decían lo que auía de suceder.","62-63","","","","sin datos"
100052,"Camanterapechio","10","T10070","Quemavan también unos pájaros llamados <i>pilcopechio</i> y <b>camanterapechio</b>, el qual sacrificio se hacía por los que se avían armado cavalleros, rogando al Hacedor y Sol siempre fuesen aquellos venturosos en las cosas de guerra.","109-110","","","","sin datos"
100053,"Camascas","10","T10071","Avía otros llamados <b>camascas</b>, los quales decían que aquella gracia y virtud que tenían los unos, la avían recevido del Trueno, diciendo que quando algún rayo caya y quedava alguno atemoriçado después de buelto en sí, decía que el trueno le avía mostrado aquel arte, ora fuese de curar con yervas, ora fuese de dar sus respuestas en las cosas que se les preguntavan.","63-64","","","","sin datos"
100053,"Camascas","10","T10072","Y asimismo, quando alguno se escapava de algú río o peligro grande, decían se le aparecía el demonio, y los que querían  que curase con yervas se las mostrava, de donde a procedido aver muchos yndios grandes hervolarios; y a otros mostrava yervas venenosas para matar, y a éstos llamavan <b>camascas</b>.","64","","","","sin datos"
100054,"Camayquilla","10","T10073","Llamavan al mes de diciembre <b>Camayquilla</b>, en el qual, el primer día de la luna, los que se avían armado cavalleros, así de la parcialidad de <i>Anan Cuzco</i> como de <i>Hurin Cuzco</i>, salían a la plaza con unas hondas en las manos, llamadas <i>huaracas</i>, y los de <i>Anan Cuzco</i> contra los de <i>Hurin Cuzco</i> se tiravan hondaces con una que llaman <i>coco</i>, que se da en unos cordones, y benían algunas vezes a los braços a provar las fuerças, hasta que el <i>Ynga</i> que estava ya en la plaza se levantava y los ponían en paz. Llamauan a esto <i>chocanaco</i>; hacían esto para que fuesen conocidos los de más fuerças y más baliente","111","","","","sin datos"
100055,"Canares","10","T10074","Venían bestidas como <b>canares</b> y cavellos en las caveças, atada la frente como ahora andan; y que llegadas a la choça la mayor dellas vido el yndio escondido, y que se quitó la <i>lliclla</i>, que es el manto de que usan, y que enpeçó [a] hacer de comer de lo que trayan, y que como vido que heran tan hermosas y que tenían rostro de mugeres, salió del escondido y arremetió a ellas","56","","","","sin datos"
100056,"çanco","10","T10075","Y a las fuentes llevaban el dicho <b>çanco</b> y hechavan dentro, diciendo que no estuviesen enfermos y no entrasen las enfermedades en aquella casa, y también enbiavan este <b>çanco</b> a sus parientes y amigos para el mesmo efecto; y a los cuerpos de los muertos calentavan con ello porque gosasen de la dicha fiesta.","76","","","","sin datos"
100056,"çanco","10","T10076","Asimismo en la dicha noche sacavan las estatuas de cada una dellas estatuas las calentavan en el <b>çanco</b> dicho y a la mañana las llevavan a presentar al templo del Hacedor y Sol y Trueno las mejores comidas que podían auer y más bien adereçadas, las quales recevían los sacerdotes de las dichas <i>huacas</i> y las quemauan.","76","","","","sin datos"
